FAA Site Number,Loc ID,Airport Name,Associated City,State,Region,ADO,Use,Latitude,Longitude,Airport Ownership,Part 139,NPIAS Service Level,NPIAS Hub Type,Airport Control Tower,Fuel,Other Services,Based Aircraft Total,Total Operations,Runway Identifier,Surface Type,Runway Length, Runway Width
01994.*H,81CL,SANDHILL,ORINDA,CA,AWP,SFO,PR,37-55-16.7270N,122-11-43.8790W,PR,,NON-NPIAS,,N,,,0,0	,H1	,GRAVEL,400,60 
02235.*A,SBA,SANTA BARBARA MUNI,SANTA BARBARA,CA,AWP,LAX,PU,34-25-34.3000N,119-50-29.4000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100LLA,AFRT  AGRI  AVNCS  CARGO  CHTR  INSTR  SALES,181,143572	,07/25	,ASPH-G,6052,150 
02235.*A,SBA,SANTA BARBARA MUNI,SANTA BARBARA,CA,AWP,LAX,PU,34-25-34.3000N,119-50-29.4000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100LLA,AFRT  AGRI  AVNCS  CARGO  CHTR  INSTR  SALES,181,143572	,15L/33R	,ASPH-G,4180,75 
02235.*A,SBA,SANTA BARBARA MUNI,SANTA BARBARA,CA,AWP,LAX,PU,34-25-34.3000N,119-50-29.4000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100LLA,AFRT  AGRI  AVNCS  CARGO  CHTR  INSTR  SALES,181,143572	,15R/33L	,ASPH-G,4184,100 
02235.01*A,SZN,SANTA CRUZ ISLAND,SANTA BARBARA,CA,AWP,LAX,PR,34-03-38.0100N,119-54-54.4680W,PR,,NON-NPIAS,,N,,,0,0	,09/27	,DIRT,2150,50 
02251.*A,SMX,SANTA MARIA PUB/CAPT G ALLAN HANCOCK FLD,SANTA MARIA,CA,AWP,LAX,PU,34-53-59.7606N,120-27-29.0668W,PU,I B S 05/1973,Primary,Non-Hub,Y,100LLA,AFRT  AVNCS  CHTR  INSTR  RNTL  SALES,212,45454	,02/20	,ASPH-G,5189,75 
02251.*A,SMX,SANTA MARIA PUB/CAPT G ALLAN HANCOCK FLD,SANTA MARIA,CA,AWP,LAX,PU,34-53-59.7606N,120-27-29.0668W,PU,I B S 05/1973,Primary,Non-Hub,Y,100LLA,AFRT  AVNCS  CHTR  INSTR  RNTL  SALES,212,45454	,12/30	,ASPH-G,8004,150 
02253.*A,SMO,SANTA MONICA MUNI,SANTA MONICA,CA,AWP,LAX,PU,34-00-57.0000N,118-27-04.7000W,PU,,Reliever,,Y,100LLA,AVNCS  CHTR  INSTR  RNTL  SALES,260,165130	,03/21	,ASPH-G,4973,150 
02256.*A,SZP,SANTA PAULA,SANTA PAULA,CA,AWP,LAX,PU,34-20-49.1081N,119-03-41.9948W,PR,,NON-NPIAS,,N,100LL,INSTR  RNTL  SALES  TOW,301,97000	,04/22	,ASPH-G,2713,60 
02264.*A,IZA,SANTA YNEZ,SANTA YNEZ,CA,AWP,LAX,PU,34-36-24.5350N,120-04-31.9800W,PU,,General Aviation,,N,100LLA,CHTR  GLD  INSTR  RNTL  TOW,89,30400	,08/26	,ASPH-G,2803,75 
02163.1*H,CA87,SCE SONGS MESA,SAN CLEMENTE,CA,AWP,LAX,PR,33-22-46.1060N,117-33-35.1640W,PR,,NON-NPIAS,,N,,,0,0	,H1	,ASPH,105,105 
02052.1*A,CA07,SCHEIDEL RANCH,PLEASANT GROVE,CA,AWP,SFO,PR,38-50-24.6360N,121-33-41.8540W,PR,,NON-NPIAS,,N,,,4,0	,14/32	,ASPH-TURF,2100,35 
01583.*A,A30,SCOTT VALLEY,FORT JONES,CA,AWP,SFO,PU,41-33-28.0000N,122-51-17.8000W,PU,,General Aviation,,N,100LL,,19,8104	,16/34	,ASPH-G,3700,50 
02287.2*A,0Q4,SELMA,SELMA,CA,AWP,SFO,PU,36-34-51.6018N,119-39-25.1208W,PR,,NON-NPIAS,,N,100LL,,50,12000	,10/28	,ASPH-F,2206,50 
02414.*A,D86,SEQUOIA FIELD,VISALIA,CA,AWP,SFO,PU,36-26-52.5000N,119-19-07.4000W,PU,,General Aviation,,N,,AGRI,8,12000	,13/31	,ASPH-F,3012,60 
02308.1*A,CA44,SEQUOIA RANCH,SPRINGVILLE,CA,AWP,SFO,PR,36-08-59.8130N,118-48-08.3370W,PR,,NON-NPIAS,,N,,,1,0	,N/S	,ASPH-TURF,2800,100 
02292.*A,MIT,SHAFTER-MINTER FIELD,SHAFTER,CA,AWP,LAX,PU,35-30-26.9114N,119-11-31.6836W,PU,,General Aviation,,N,100LLA,AGRI  INSTR,97,45000	,08/26	,ASPH-G,3672,60 
02292.*A,MIT,SHAFTER-MINTER FIELD,SHAFTER,CA,AWP,LAX,PU,35-30-26.9114N,119-11-31.6836W,PU,,General Aviation,,N,100LLA,AGRI  INSTR,97,45000	,12/30	,ASPH-G,4501,100 
02292.*A,MIT,SHAFTER-MINTER FIELD,SHAFTER,CA,AWP,LAX,PU,35-30-26.9114N,119-11-31.6836W,PU,,General Aviation,,N,100LLA,AGRI  INSTR,97,45000	,17/35	,CONC-G,2970,100 
02294.4*A,0Q5,SHELTER COVE,SHELTER COVE,CA,AWP,SFO,PU,40-01-41.4000N,124-04-27.5000W,PU,,General Aviation,,N,,,0,3020	,12/30	,ASPH-G,3407,60 
02264.1*A,0CA4,SHEPHERD RANCH,SANTA YNEZ,CA,AWP,LAX,PR,34-37-19.9520N,120-03-55.5210W,PR,,NON-NPIAS,,N,,,0,0	,06/24	,TREATED,3600,50 
02295.*A,L61,SHOSHONE,SHOSHONE,CA,AWP,LAX,PU,35-58-07.0000N,116-16-09.4000W,PU,,NON-NPIAS,,N,,,0,700	,15/33	,ASPH-F,2380,30 
01591.5*A,E79,SIERRA SKY PARK,FRESNO,CA,AWP,SFO,PU,36-50-24.6000N,119-52-09.8000W,PR,,NON-NPIAS,,N,,,89,12500	,12/30	,ASPH-G,2473,50 
02295.4*A,O79,SIERRAVILLE DEARWATER,SIERRAVILLE,CA,AWP,SFO,PU,39-34-54.0000N,120-21-14.5000W,PU,,NON-NPIAS,,N,,,0,1000	,03/21	,ASPH-G,3260,50 
01577.8*A,41CA,SILVER CREEK RANCH,FOREST GLEN,CA,AWP,SFO,PR,40-19-03.5280N,123-15-14.0890W,PR,,NON-NPIAS,,N,,,1,0	,13/31	,TURF,1500,50 
01906.*A,SIY,SISKIYOU COUNTY,MONTAGUE,CA,AWP,SFO,PU,41-46-53.2000N,122-28-05.2000W,PU,,General Aviation,,N,100LLA,AGRI  CHTR,20,13850	,17/35	,ASPH-G,7490,150 
01535.4*A,CL04,SKY WAY ESTATES,ELK GROVE,CA,AWP,SFO,PR,38-24-38.6780N,121-14-05.8120W,PR,,NON-NPIAS,,N,,,8,0	,E/W	,ASPH,1950,20 
02358.02*A,CA74,SKYDIVE CALIFORNIA,TRACY,CA,AWP,SFO,PR,37-43-52.7750N,121-20-08.1200W,PR,,NON-NPIAS,,N,,,5,0	,12/30	,ASPH,2063,30 
01289.5*A,81CA,SKYDIVE SAN JOAQUIN VALLEY,BAKERSFIELD,CA,AWP,LAX,PR,35-05-52.0000N,119-04-16.0000W,PR,,NON-NPIAS,,N,,,2,0	,08/26	,ASPH-TRTD,2840,60 
01740.5*A,CA89,SKYLARK FIELD,LAKE ELSINORE,CA,AWP,LAX,PR,33-37-48.0810N,117-18-06.1360W,PR,,NON-NPIAS,,N,,,26,0	,01/19	,TURF,1850,60 
01740.5*A,CA89,SKYLARK FIELD,LAKE ELSINORE,CA,AWP,LAX,PR,33-37-48.0810N,117-18-06.1360W,PR,,NON-NPIAS,,N,,,26,0	,11L/29R	,TURF,2800,100 
01740.5*A,CA89,SKYLARK FIELD,LAKE ELSINORE,CA,AWP,LAX,PR,33-37-48.0810N,117-18-06.1360W,PR,,NON-NPIAS,,N,,,26,0	,11R/29L	,TURF,2800,100 
02116.211*A,CL74,SKYOTEE RANCH,ROSAMOND,CA,AWP,LAX,PR,34-49-54.9220N,118-24-03.2910W,PR,,NON-NPIAS,,N,,,0,0	,07/25	,DIRT,2600,100 
02299.8*A,0Q9,SONOMA SKYPARK,SONOMA,CA,AWP,SFO,PU,38-15-26.8000N,122-26-02.7000W,PR,,NON-NPIAS,,N,100LL,CHTR  INSTR  RNTL  SALES,60,15000	,08/26	,ASPH-F,2480,40 
02281.6*A,0Q3,SONOMA VALLEY,SCHELLVILLE/SONOMA,CA,AWP,SFO,PU,38-13-26.1921N,122-26-58.9596W,PR,,NON-NPIAS,,N,100LL,,120,16000	,07/25	,ASPH-G,2700,45 
02281.6*A,0Q3,SONOMA VALLEY,SCHELLVILLE/SONOMA,CA,AWP,SFO,PU,38-13-26.1921N,122-26-58.9596W,PR,,NON-NPIAS,,N,100LL,,120,16000	,17/35	,ASPH-G,1513,50 
02052.03*A,27CL,SOPWITH FARM,PLEASANT GROVE,CA,AWP,SFO,PR,38-44-49.6470N,121-34-21.8500W,PR,,NON-NPIAS,,N,,,1,0	,16/34	,ASPH-TRTD,2000,60 
02213.4*A,E16,SOUTH COUNTY ARPT OF SANTA CLARA COUNTY,SAN MARTIN,CA,AWP,SFO,PU,37-04-53.7000N,121-35-48.5000W,PU,,Reliever,,N,100LLA,CHTR  INSTR  PAJA  RNTL  SALES,67,32500	,14/32	,ASPH-F,3095,75 
01318.*A,O55,SOUTHARD FIELD,BIEBER,CA,AWP,SFO,PU,41-08-22.4000N,121-07-26.3000W,PU,,NON-NPIAS,,N,,,2,1500	,04/22	,ASPH-G,2980,35 
02407.*A,VCV,SOUTHERN CALIFORNIA LOGISTICS,VICTORVILLE,CA,AWP,LAX,PU,34-35-50.9000N,117-22-58.8000W,PU,IV A U 03/1995,Reliever,,Y,100LLA,AFRT  AMB  CARGO,134,18368	,03/21	,ASPH-CONC-G,9138,150 
02407.*A,VCV,SOUTHERN CALIFORNIA LOGISTICS,VICTORVILLE,CA,AWP,LAX,PU,34-35-50.9000N,117-22-58.8000W,PU,IV A U 03/1995,Reliever,,Y,100LLA,AFRT  AMB  CARGO,134,18368	,17/35	,ASPH-CONC-G,15050,150 
02332.1*A,1Q2,SPAULDING,SUSANVILLE,CA,AWP,SFO,PU,40-39-01.1000N,120-46-06.6320W,PU,,NON-NPIAS,,N,,,2,3000	,16/34	,ASPH-G,4600,50 
02417.*A,9CL9,SPEZIA,WALNUT GROVE,CA,AWP,SFO,PR,38-12-59.6960N,121-32-03.8300W,PR,,NON-NPIAS,,N,,,4,0	,07/25	,DIRT,2500,100 
02310.*A,CA45,STEVINSON STRIP,STEVINSON,CA,AWP,SFO,PR,37-19-29.7790N,120-52-03.7290W,PR,,NON-NPIAS,,N,,,0,0	,N/S	,ASPH,2400,45 
02314.*A,SCK,STOCKTON METROPOLITAN,STOCKTON,CA,AWP,SFO,PU,37-53-39.0000N,121-14-17.9000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100  100LLA,CHTR  INSTR  RNTL  SALES,145,53410	,11L/29R	,ASPH-G,10650,150 
02314.*A,SCK,STOCKTON METROPOLITAN,STOCKTON,CA,AWP,SFO,PU,37-53-39.0000N,121-14-17.9000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100  100LLA,CHTR  INSTR  RNTL  SALES,145,53410	,11R/29L	,ASPH-G,4448,75 
01767.13*A,32CA,STONE AIRSTRIP,LEMOORE,CA,AWP,SFO,PR,36-19-59.8210N,119-49-30.4870W,PR,,NON-NPIAS,,N,,,3,0	,16/34	,ASPH,2540,30 
02320.4*A,36CA,STONE LAND CO,STRATFORD,CA,AWP,SFO,PR,36-07-54.8300N,119-59-08.4870W,PR,,NON-NPIAS,,N,,,3,0	,16/34	,ASPH,3300,30 
01494.62*A,L09,STOVEPIPE WELLS,DEATH VALLEY NATIONAL PARK,CA,AWP,LAX,PU,36-36-13.8000N,117-09-33.2000W,PU,,NON-NPIAS,,N,,,0,1000	,05/23	,ASPH-F,3260,65 
01652.02*A,CA70,SUN HILL RANCH,HELENDALE,CA,AWP,LAX,PR,34-45-28.9460N,117-29-48.1890W,PR,,NON-NPIAS,,N,,,1,300	,07/25	,DIRT-F,5300,90 
01652.02*A,CA70,SUN HILL RANCH,HELENDALE,CA,AWP,LAX,PR,34-45-28.9460N,117-29-48.1890W,PR,,NON-NPIAS,,N,,,1,300	,12/30	,DIRT-F,3800,80 
02115.5*A,CA18,SUNRISE DUSTERS,ROBBINS,CA,AWP,SFO,PR,38-52-19.6350N,121-42-35.8720W,PR,,NON-NPIAS,,N,,,6,0	,14/32	,GRVL-TRTD,3100,35 
02332.*A,SVE,SUSANVILLE MUNI,SUSANVILLE,CA,AWP,SFO,PU,40-22-32.5000N,120-34-21.7000W,PU,,General Aviation,,N,100LL80   A,,37,12470	,07/25	,DIRT-F,2180,60 
02332.*A,SVE,SUSANVILLE MUNI,SUSANVILLE,CA,AWP,SFO,PU,40-22-32.5000N,120-34-21.7000W,PU,,General Aviation,,N,100LL80   A,,37,12470	,11/29	,ASPH-G,4051,75 
02332.*A,SVE,SUSANVILLE MUNI,SUSANVILLE,CA,AWP,SFO,PU,40-22-32.5000N,120-34-21.7000W,PU,,General Aviation,,N,100LL80   A,,37,12470	,H1	,ASPH-G,120,120 
02494.*A,O52,SUTTER COUNTY,YUBA CITY,CA,AWP,SFO,PU,39-07-25.2000N,121-36-19.3000W,PU,,General Aviation,,N,100LL,AGRI  INSTR  RNTL  SALES,71,8000	,17/35	,ASPH-G,3045,75 
02051.2*A,01CL,SWANSBORO COUNTRY,PLACERVILLE,CA,AWP,SFO,PR,38-47-59.6480N,120-44-03.7520W,PR,,NON-NPIAS,,N,,,24,0	,09/27	,ASPH-TRTD,3100,50 
01641.11*A,87CA,SWANSON RANCH NR 1,HANFORD,CA,AWP,SFO,PR,36-23-59.8210N,119-37-03.4660W,PR,,NON-NPIAS,,N,,,1,0	,07/25	,ASPH,2500,35 
02111.6*A,89CA,SWANSON RANCH NR 2,RIVERDALE,CA,AWP,SFO,PR,36-27-59.8180N,119-53-03.5060W,PR,,NON-NPIAS,,N,,,1,0	,16/34	,ASPH,2500,50 
02338.*A,L17,TAFT-KERN COUNTY,TAFT,CA,AWP,LAX,PU,35-08-30.0000N,119-26-16.1000W,PU,,General Aviation,,N,,INSTR  RNTL,17,10000	,07/25	,ASPH-F,3283,60 
02341.*A,TSP,TEHACHAPI MUNI,TEHACHAPI,CA,AWP,LAX,PU,35-08-05.9800N,118-26-21.4800W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,91,11000	,11/29	,ASPH-G,4040,75 
01759.*A,97CA,TEJON AG,LEBEC,CA,AWP,LAX,PR,34-59-20.8890N,118-54-52.3600W,PR,,NON-NPIAS,,N,,,0,0	,13/31	,DIRT-TRTD,3200,50 
01931.61*A,2CN3,TENAJA VALLEY,MURRIETA,CA,AWP,LAX,PR,33-30-40.0000N,117-19-43.0000W,PR,,NON-NPIAS,,N,,,2,0	,18/36	,GRVL,1400,60 
02109.04*U,0CL8,TERA,RIDGECREST,CA,AWP,LAX,PR,35-35-28.8450N,117-38-01.2230W,PR,,NON-NPIAS,,N,,,0,0	,06/24	,TURF,3500,80 
01817.21*H,54L,TERMINAL ANNEX,LOS ANGELES,CA,AWP,LAX,PR,34-03-29.0420N,118-14-08.2630W,PU,,NON-NPIAS,,N,,,0,0	,H1	,ASPH-G,405,134 
02088.2*A,CA53,TEWS FIELD,REDDING,CA,AWP,SFO,PR,40-40-21.0000N,122-20-30.0000W,PR,,NON-NPIAS,,N,,,3,0	,08/26	,ASPH,1800,24 
01635.1*A,53CN,THAYER AVIATION,GRIMES,CA,AWP,SFO,PR,39-04-29.6180N,121-55-03.8910W,PR,,NON-NPIAS,,N,,,2,0	,NW/SE	,ASPH,1800,60 
02352.1*A,CA51,THE SEA RANCH,THE SEA RANCH,CA,AWP,SFO,PR,38-42-16.6830N,123-25-57.0310W,PR,,NON-NPIAS,,N,,,9,9000	,12/30	,ASPH-G,2600,40 
02165.2*G,CA84,TORREY PINES,SAN DIEGO,CA,AWP,LAX,PR,32-53-23.0000N,117-14-49.0000W,PU,,NON-NPIAS,,N,,,0,0	,09/27	,ASPH,1500,30 
01366.*A,CA38,TOTEM POLE RANCH,CALPINE,CA,AWP,SFO,PR,39-39-04.6480N,120-26-18.7590W,PR,,NON-NPIAS,,N,,,1,0	,02/20	,DIRT,1800,100 
02359.*A,TCY,TRACY MUNI,TRACY,CA,AWP,SFO,PU,37-41-20.0253N,121-26-29.6701W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  RNTL,92,57415	,08/26	,ASPH-G,3438,100 
02359.*A,TCY,TRACY MUNI,TRACY,CA,AWP,SFO,PU,37-41-20.0253N,121-26-29.6701W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  RNTL,92,57415	,12/30	,ASPH-F,4001,100 
01565.1*A,SUU,TRAVIS AFB,FAIRFIELD,CA,AWP,SFO,PR,38-15-52.3320N,121-55-26.8733W,MA,,NON-NPIAS,,Y,115  B+,,0,0	,032/212	,CONC,3500,90 
01565.1*A,SUU,TRAVIS AFB,FAIRFIELD,CA,AWP,SFO,PR,38-15-52.3320N,121-55-26.8733W,MA,,NON-NPIAS,,Y,115  B+,,0,0	,03L/21R	,PEM,11001,150 
01565.1*A,SUU,TRAVIS AFB,FAIRFIELD,CA,AWP,SFO,PR,38-15-52.3320N,121-55-26.8733W,MA,,NON-NPIAS,,Y,115  B+,,0,0	,03R/21L	,CONC,10995,150 
02362.1*A,O86,TRINITY CENTER,TRINITY CENTER,CA,AWP,SFO,PU,40-58-57.9000N,122-41-37.4000W,PU,,General Aviation,,N,,,16,8500	,14/32	,ASPH-F,3215,50 
01851.5*A,6CA1,TRIPLE R RANCH,MACDOEL,CA,AWP,SFO,PR,41-44-33.5470N,121-52-42.0080W,PR,,NON-NPIAS,,N,,,0,0	,15/33	,TURF,2300,40 
02363.*A,L72,TRONA,TRONA,CA,AWP,LAX,PU,35-48-45.6000N,117-19-36.9000W,PU,,General Aviation,,N,,,0,7000	,17/35	,ASPH-F,5910,60 
02366.*A,TRK,TRUCKEE-TAHOE,TRUCKEE,CA,AWP,SFO,PU,39-19-12.1520N,120-08-22.4260W,PU,,General Aviation,,N,100LLA    A1+,CHTR  GLD  INSTR  RNTL  TOW,118,35000	,02/20	,ASPH-G,4650,75 
02366.*A,TRK,TRUCKEE-TAHOE,TRUCKEE,CA,AWP,SFO,PU,39-19-12.1520N,120-08-22.4260W,PU,,General Aviation,,N,100LLA    A1+,CHTR  GLD  INSTR  RNTL  TOW,118,35000	,11/29	,ASPH-G,7000,100 
02375.*A,O81,TULELAKE MUNI,TULELAKE,CA,AWP,SFO,PU,41-53-26.3000N,121-21-38.4000W,PU,,General Aviation,,N,100LL,AGRI,9,13100	,11/29	,ASPH-F,3577,44 
02378.*A,9CL0,TURLOCK AIRPARK,TURLOCK,CA,AWP,SFO,PR,37-28-14.7660N,120-50-38.7380W,PR,,NON-NPIAS,,N,100  80,,12,1500	,13/31	,ASPH-P,2075,60 
02376.*A,O15,TURLOCK MUNI,TURLOCK,CA,AWP,SFO,PU,37-29-02.3000N,120-41-50.0000W,PU,,General Aviation,,N,100LL,RNTL,46,10400	,12/30	,ASPH-G,2985,50 
01587.11*A,11CA,TURNER FIELD,FOWLER,CA,AWP,SFO,PR,36-40-23.8190N,119-43-17.5030W,PR,,NON-NPIAS,,N,,,3,0	,07/25	,TRTD-DIRT,1800,40 
01582.5*H,HGT,TUSI AHP (HUNTER LIGGETT),FORT HUNTER LIGGET JOLON,CA,AWP,SFO,PR,35-59-36.7476N,121-14-11.9849W,MR,,NON-NPIAS,,N,,,0,0	,14/32	,CONC,570,50 
02379.2*A,TNP,TWENTYNINE PALMS,TWENTYNINE PALMS,CA,AWP,LAX,PU,34-07-53.7000N,115-56-44.9000W,PU,,General Aviation,,N,100LL,CHTR  INSTR  RNTL  SALES  TOW,9,18000	,08/26	,ASPH-G,5531,75 
02379.2*A,TNP,TWENTYNINE PALMS,TWENTYNINE PALMS,CA,AWP,LAX,PU,34-07-53.7000N,115-56-44.9000W,PU,,General Aviation,,N,100LL,CHTR  INSTR  RNTL  SALES  TOW,9,18000	,17/35	,ASPH-G,3797,50 
02380.01*A,NXP,TWENTYNINE PALMS SELF,TWENTYNINE PALMS,CA,AWP,LAX,PR,34-17-45.9975N,116-09-43.5425W,MN,,NON-NPIAS,,Y,,,0,0	,10/28	,PSP,8015,150 
02383.*A,UKI,UKIAH MUNI,UKIAH,CA,AWP,SFO,PU,39-07-33.4000N,123-12-03.1000W,PU,,General Aviation,,N,100LLA,AMB  CHTR  INSTR  RNTL  SALES,74,43300	,15/33	,ASPH-G,4423,150 
01488.1*A,EDU,UNIVERSITY,DAVIS,CA,AWP,SFO,PU,38-31-53.2585N,121-47-11.3225W,PU,,General Aviation,,N,100LL,INSTR  RNTL,45,24475	,17/35	,ASPH-G,3176,50 
02438.*A,CA67,VALLEY CROP DUSTERS- INC,WESTLEY,CA,AWP,SFO,PR,37-32-52.7540N,121-12-17.7730W,PR,,NON-NPIAS,,N,,,3,0	,03/21	,ASPH,1562,30 
02496.11*A,6CA5,VALLEY VISTA,YUCCA VALLEY,CA,AWP,LAX,PR,34-20-14.0080N,116-34-47.0760W,PR,,NON-NPIAS,,N,,,12,0	,09/27	,TRTD-DIRT,2800,40 
02496.11*A,6CA5,VALLEY VISTA,YUCCA VALLEY,CA,AWP,LAX,PR,34-20-14.0080N,116-34-47.0760W,PR,,NON-NPIAS,,N,,,12,0	,18/36	,TRTD-DIRT,3000,60 
02052.01*A,25CL,VAN DYKE STRIP,PLEASANT GROVE,CA,AWP,SFO,PR,38-51-59.6320N,121-29-03.8440W,PR,,NON-NPIAS,,N,,,4,0	,N/S	,ASPH-DIRT,2900,50 
02396.*A,VNY,VAN NUYS,VAN NUYS,CA,AWP,LAX,PU,34-12-35.3000N,118-29-23.9000W,PU,,Reliever,,Y,100LLA,AMB  AVNCS  CHTR  INSTR  RNTL  SALES  SURV,541,504502	,16L/34R	,ASPH-G,4013,75 
02396.*A,VNY,VAN NUYS,VAN NUYS,CA,AWP,LAX,PU,34-12-35.3000N,118-29-23.9000W,PU,,Reliever,,Y,100LLA,AMB  AVNCS  CHTR  INSTR  RNTL  SALES  SURV,541,504502	,16R/34L	,ASPH-G,8001,150 
02078.75*A,57CN,VAN VLECK,RANCHO MURIETA,CA,AWP,SFO,PR,38-28-08.6730N,121-04-30.7990W,PR,,NON-NPIAS,,N,,,1,0	,12/30	,ASPH,2100,30 
01788.1*A,VBG,VANDENBERG AFB,LOMPOC,CA,AWP,LAX,PR,34-44-14.4120N,120-35-03.5252W,MA,,NON-NPIAS,,Y,115  B+,,0,0	,12/30	,CONC,15001,200 
02494.1*A,CA73,VANDERFORD RANCH COMPANY,YUBA CITY,CA,AWP,SFO,PR,39-05-44.6130N,121-42-58.8860W,PR,,NON-NPIAS,,N,100,,2,0	,16/34	,ASPH,3220,48 
01597.1*A,51CL,VETTERS SKY RANCH,GALT,CA,AWP,SFO,PR,38-13-49.6980N,121-13-19.8070W,PR,,NON-NPIAS,,N,,,3,0	,09/27	,ASPH,2400,100 
01597.1*A,51CL,VETTERS SKY RANCH,GALT,CA,AWP,SFO,PR,38-13-49.6980N,121-13-19.8070W,PR,,NON-NPIAS,,N,,,3,0	,18/36	,TURF,1600,100 
01767.14*A,CN15,VINEYARD OAKS FARM,LEMORE,CA,AWP,SFO,PR,36-22-09.0000N,119-47-10.0000W,PR,,NON-NPIAS,,N,,,5,0	,16/34	,TURF,2180,50 
02413.*A,VIS,VISALIA MUNI,VISALIA,CA,AWP,SFO,PU,36-19-07.1000N,119-23-34.3000W,PU,,Commercial Service,,N,100LLA,AVNCS  CHTR  INSTR  RNTL,159,34700	,12/30	,ASPH-G,6562,150 
01476.12*A,5CN4,VOSBURGH AIRFIELD,CUYAMA,CA,AWP,LAX,PR,34-55-25.0800N,119-34-17.4000W,PR,,NON-NPIAS,,N,,,1,0	,16/34	,DIRT-G,2600,60 
01335.12*A,44CA,W R BYRON,BLYTHE,CA,AWP,LAX,PR,33-40-45.0810N,114-38-36.8520W,PR,,NON-NPIAS,,N,,,1,0	,18/36	,ASPH,2640,660 
01782.1*A,8CA8,WALLOM FIELD,LODI,CA,AWP,SFO,PR,38-04-02.4850N,121-12-27.3440W,PR,,NON-NPIAS,,N,,,1,0	,17/35	,ASPH,3488,50 
02025.*A,CN98,WALTER'S CAMP,PALO VERDE,CA,AWP,LAX,PR,33-14-44.0000N,114-42-37.0000W,PR,,NON-NPIAS,,N,,,0,0	,06/24	,DIRT,2500,50 
01606.*A,0O9,WARD FIELD,GASQUET,CA,AWP,SFO,PU,41-50-44.1000N,123-59-05.2000W,PU,,NON-NPIAS,,N,,,6,2000	,06/24	,ASPH-F,2990,50 
01220.2*A,0CA8,WARD RANCH,AGUANGA,CA,AWP,LAX,PR,33-25-40.1150N,116-50-33.0840W,PR,,NON-NPIAS,,N,,,0,5	,12/30	,DIRT,2250,50 
02420.*G,CL35,WARNER SPRINGS,WARNER SPRINGS,CA,AWP,LAX,PR,33-17-04.2100N,116-40-10.7650W,PR,,NON-NPIAS,,N,,,10,0	,08/26	,ASPH,3500,70 
02422.*A,L19,WASCO-KERN COUNTY,WASCO,CA,AWP,LAX,PU,35-37-11.5000N,119-21-13.4000W,PU,,General Aviation,,N,100LL,AGRI,7,10000	,12/30	,ASPH-G,3380,60 
02429.*A,WVI,WATSONVILLE MUNI,WATSONVILLE,CA,AWP,SFO,PU,36-56-08.6000N,121-47-22.7000W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  PAJA  RNTL  SALES,376,65100	,02/20	,ASPH-F,4501,149 
02429.*A,WVI,WATSONVILLE MUNI,WATSONVILLE,CA,AWP,SFO,PU,36-56-08.6000N,121-47-22.7000W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  PAJA  RNTL  SALES,376,65100	,09/27	,ASPH-F,3998,98 
02467.*A,O41,WATTS-WOODLAND,WOODLAND,CA,AWP,SFO,PU,38-40-25.9550N,121-52-19.4780W,PR,,NON-NPIAS,,N,100LLA,INSTR  RNTL  SALES,67,23000	,18/36	,ASPH-G,3759,60 
02434.*A,O46,WEED,WEED,CA,AWP,SFO,PU,41-28-50.9000N,122-27-16.3000W,PU,,General Aviation,,N,100LLA,,15,16200	,14/32	,ASPH-F,5000,60 
01234.1*A,CL88,WESINGER RANCH,ALTURAS,CA,AWP,SFO,PR,41-26-49.6000N,120-35-03.8000W,PR,,NON-NPIAS,,N,,,0,0	,18/36	,TURF,2500,50 
02320.7*A,92CA,WESTLAKE FARMS,STRATFORD,CA,AWP,SFO,PR,36-07-14.8270N,119-53-18.4780W,PR,,NON-NPIAS,,N,,,3,1000	,14/32	,ASPH,3600,50 
01701.*A,JAQ,WESTOVER FIELD AMADOR COUNTY,JACKSON,CA,AWP,SFO,PU,38-22-36.5000N,120-47-38.1000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,116,25000	,01/19	,ASPH-G,3401,60 
01818.1*A,WHP,WHITEMAN,LOS ANGELES,CA,AWP,LAX,PU,34-15-33.5710N,118-24-48.3590W,PU,,Reliever,,Y,100LLA,AVNCS  CHTR  INSTR  RNTL  SALES,490,116109	,12/30	,ASPH-G,4120,75 
01882.2*A,M90,WILLIAM ROBERT JOHNSTON MUNI,MENDOTA,CA,AWP,SFO,PU,36-45-31.0000N,120-22-17.0000W,PU,,General Aviation,,N,,,0,4000	,15/33	,ASPH-F,3499,50 
02451.*G,CN12,WILLIAMS,WILLIAMS,CA,AWP,SFO,PR,39-09-48.6080N,122-07-53.9080W,PR,,NON-NPIAS,,N,,,8,0	,16/34	,ASPH,2500,40 
